DATE,sr_NBP,CPI,RB,WN,ZT,PP,PPI,IB,BR,SPD,EURPLN,USDPLN,CHFPLN,WIG20,WIG,WIBOR 3M
20/11/2017,1.5,2.5,109,6.5,4.5,9.2,1.8,0.9,6.5,8.8,4.2026,3.5347,3.59058,2408.69,62440.31,1.73
20/12/2017,1.5,2.1,-1489,7.3,4.6,2.8,0.3,0.9,6.6,5.2,4.17669,3.48035,3.5723,2461.21,63746.2,1.72
20/01/2018,1.5,1.9,2137,7.3,3.8,8.7,0.2,1,6.8,7.7,4.15255,3.3455,3.59071,2553.81,66048.17,1.72
20/02/2018,1.5,1.4,-815,6.8,3.7,7.3,-0.1,0.8,6.8,7.7,4.17609,3.42485,3.62587,2364.32,61703.18,1.72
20/03/2018,1.5,1.3,-1220,6.7,3.7,1.6,0.5,0.7,6.6,8.8,4.21367,3.42045,3.58541,2210.38,58377.42,1.7
20/04/2018,1.5,1.6,-70,7.8,3.7,9.3,1,0.6,6.3,4,4.23874,3.50917,3.54179,2291.87,59932.46,1.7
20/05/2018,1.5,1.7,-68,7,3.7,5.2,3,0.5,6.1,6.1,4.31629,3.69246,3.74533,2157.07,57282.73,1.7
20/06/2018,1.5,2,-238,7.5,3.7,6.7,3.7,0.6,5.8,8.2,4.37375,3.74564,3.78336,2135.47,55954.44,1.7
20/07/2018,1.5,2,"-1,047",7.2,3.5,10.3,3.4,0.6,5.8,7.1,4.27644,3.65888,3.69528,2302.13,59964.47,1.7
20/08/2018,1.5,2,"-1,059",6.8,3.4,5,3,0.9,5.8,6.7,4.30319,3.70651,3.82465,2337.96,60201.08,1.71
20/09/2018,1.5,1.9,-794,6.7,3.2,2.7,3,0.8,5.7,3.6,4.28036,3.6865,3.75629,2285.11,58974.76,1.72
20/10/2018,1.5,1.7,-447,7.6,3.2,7.4,3.2,0.9,5.7,7.8,4.34251,3.83704,3.80585,2151.88,55312.71,1.72
20/11/2018,1.5,1.3,113,7.7,3,4.6,2.8,0.7,5.7,6.9,4.29225,3.79117,3.79523,2291.08,58203.39,1.72
20/12/2018,1.5,1.1,"-1,528",6.1,2.8,2.9,2.1,0.6,5.8,3.9,4.28995,3.74105,3.80997,2276.63,57690.5,1.72
20/01/2019,1.5,0.7,"2,529",7.5,2.9,6,2.2,0.8,6.1,6.1,4.26184,3.72365,3.7442,2380.11,60367.42,1.72
20/02/2019,1.5,1.2,-630,7.6,2.9,6.9,2.9,1,6.1,5.6,4.30378,3.785,3.79384,2332.23,59903.7,1.72
20/03/2019,1.5,1.7,217,5.7,3,5.6,2.5,1.4,5.9,1.8,4.30473,3.83745,3.85596,2312.09,59668.03,1.72
20/04/2019,1.5,2.2,542,7.1,2.9,9.2,2.6,1.7,5.6,11.9,4.28569,3.82155,3.74989,2334.21,60145.5,1.72
20/05/2019,1.5,2.4,430,7.7,2.7,7.7,1.4,1.7,5.4,5.6,4.28159,3.83271,3.82804,2239.31,57909.95,1.72
20/06/2019,1.5,2.6,-114,5.3,2.8,-2.6,0.5,1.9,5.3,3.7,4.24548,3.7336,3.82439,2327.67,60187.43,1.72
20/07/2019,1.5,2.9,-915,7.4,2.7,5.8,0.5,2.2,5.2,5.7,4.29007,3.87505,3.89856,2277.37,59670.6,1.72
20/08/2019,1.5,2.9,-246,6.8,2.6,-1.5,0.9,2.2,5.2,4.4,4.37451,3.98041,4.02171,2135.25,56739.53,1.72
20/09/2019,1.5,2.6,962,6.6,2.6,5.6,0.8,2.4,5.1,4.3,4.37094,4.01056,4.0188,2173.29,57320.3,1.72
20/10/2019,1.5,2.5,529,5.9,2.5,3.7,-0.3,2.4,5,4.6,4.26263,3.82239,3.87352,2194.1,57783.02,1.71
20/11/2019,1.5,2.6,-999,5.3,2.6,1.4,-0.1,2.6,5.1,5.2,4.31466,3.9162,3.9164,2158.94,57502.14,1.71
20/12/2019,1.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.25405,3.7938,3.92067,2150.09,57832.88,1.71
,,,,,,,,,,,,,,,,1.71
